image_path,true_label,category,format,mean_score,min_score,max_score,score_std,score_range,raw_label_votes,resolution_flip_count,consistency_status,final_label,is_correct_when_definite,decision_reason,raw_label_at_0_15,raw_score_at_0_15,has_exif,status,warning_count
data\test_images\day14_expansion\paired_format\real_jpg\real_007_food_retail_jpg_q95.jpg,real,real_jpg,jpg,0.171167,0.126268,0.199333,0.027497,0.073065,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.126268,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_008_food_retail_jpg_q95.jpg,real,real_jpg,jpg,0.235181,0.195748,0.254862,0.023244,0.059114,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.195748,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_009_food_retail_jpg_q95.jpg,real,real_jpg,jpg,0.192804,0.128664,0.215707,0.037046,0.087043,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.128664,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_010_food_retail_jpg_q95.jpg,real,real_jpg,jpg,0.220121,0.186313,0.233937,0.019644,0.047624,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.186313,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_011_food_retail_jpg_q95.jpg,real,real_jpg,jpg,0.162453,0.112743,0.184878,0.028952,0.072135,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.112743,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_012_food_retail_jpg_q95.jpg,real,real_jpg,jpg,0.1887,0.134943,0.217009,0.031909,0.082066,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.134943,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_013_food_retail_jpg_q95.jpg,real,real_jpg,jpg,0.155991,0.136936,0.163401,0.011021,0.026465,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.136936,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_014_food_retail_jpg_q95.jpg,real,real_jpg,jpg,0.177509,0.129537,0.2039,0.028534,0.074363,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.129537,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_015_food_retail_jpg_q95.jpg,real,real_jpg,jpg,0.165887,0.101766,0.18824,0.037036,0.086474,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.101766,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_016_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.167903,0.145039,0.178464,0.013351,0.033425,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.145039,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_017_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.221825,0.175761,0.238565,0.026616,0.062804,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.175761,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_018_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.15575,0.116871,0.173028,0.022699,0.056157,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.116871,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_019_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.171798,0.156948,0.179361,0.008761,0.022413,"{""ai"": 4, ""real"": 0}",0,stable,uncertain,,near_threshold_band,ai,0.156948,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_020_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.173704,0.15108,0.186445,0.013571,0.035365,"{""ai"": 4, ""real"": 0}",0,stable,uncertain,,near_threshold_band,ai,0.15108,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_021_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.184081,0.129667,0.203412,0.031435,0.073745,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.129667,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_022_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.156144,0.132142,0.211251,0.032256,0.079109,"{""ai"": 1, ""real"": 3}",1,score_unstable,uncertain,,resolution_flip,ai,0.211251,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_023_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.224491,0.1433,0.269115,0.048204,0.125815,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,ai,0.269115,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_024_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.178309,0.143977,0.195161,0.020277,0.051184,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.143977,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_025_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.166958,0.154657,0.171421,0.007106,0.016764,"{""ai"": 4, ""real"": 0}",0,stable,uncertain,,near_threshold_band,ai,0.154657,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_026_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.187915,0.165882,0.204152,0.014886,0.03827,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.165882,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_027_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.172399,0.147709,0.183536,0.01441,0.035827,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.147709,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_028_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.184731,0.172356,0.198092,0.010596,0.025736,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.172356,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_029_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.194809,0.176231,0.208231,0.011698,0.032,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.199483,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_030_indoor_home_jpg_q95.jpg,real,real_jpg,jpg,0.192034,0.166096,0.210079,0.016782,0.043983,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.166096,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_031_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.175793,0.147027,0.236559,0.035605,0.089532,"{""ai"": 3, ""real"": 1}",2,score_unstable,uncertain,,resolution_flip,ai,0.236559,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_032_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.16654,0.161685,0.17539,0.005521,0.013705,"{""ai"": 4, ""real"": 0}",0,stable,uncertain,,near_threshold_band,ai,0.161685,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_033_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.172404,0.122595,0.193265,0.028896,0.07067,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.122595,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_034_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.182543,0.157621,0.240199,0.033513,0.082578,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.240199,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_035_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.171164,0.124086,0.19471,0.028035,0.070624,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.124086,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_036_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.199092,0.11045,0.234978,0.051501,0.124528,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.11045,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_037_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.192683,0.179885,0.222339,0.017286,0.042454,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.222339,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_038_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.207439,0.119348,0.237666,0.050863,0.118318,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.119348,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_039_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.211461,0.136205,0.239423,0.043561,0.103218,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.136205,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_040_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.174984,0.147787,0.185459,0.015742,0.037672,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.147787,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_041_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.189249,0.170164,0.21089,0.015206,0.040726,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.21089,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_042_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.186244,0.148545,0.202117,0.02204,0.053572,"{""ai"": 3, ""real"": 1}",1,label_flip,ai,false,stable_ai_high_confidence,real,0.148545,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_043_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.252585,0.2122,0.267939,0.023354,0.055739,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.2122,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_044_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.169807,0.151801,0.207995,0.022391,0.056194,"{""ai"": 4, ""real"": 0}",0,stable,uncertain,,near_threshold_band,ai,0.207995,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_045_lowlight_weather_jpg_q95.jpg,real,real_jpg,jpg,0.180685,0.15359,0.189995,0.015645,0.036405,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.15359,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_046_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.242978,0.22903,0.248388,0.008105,0.019358,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.22903,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_047_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.187787,0.155667,0.206608,0.019457,0.050941,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.155667,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_048_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.205846,0.159518,0.232266,0.028278,0.072748,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.159518,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_049_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.21852,0.20754,0.233144,0.009425,0.025604,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.233144,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_050_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.192418,0.083028,0.230533,0.063166,0.147505,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.083028,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_051_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.191189,0.146802,0.209683,0.025806,0.062881,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.146802,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_052_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.223019,0.215046,0.242922,0.01152,0.027876,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.242922,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_053_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.246066,0.210526,0.259778,0.020588,0.049252,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.210526,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_054_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.197408,0.150586,0.2195,0.027564,0.068914,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.150586,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_055_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.20341,0.137715,0.229748,0.038152,0.092033,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.137715,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_056_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.218432,0.159598,0.239382,0.033992,0.079784,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.159598,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_057_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.195544,0.097161,0.236531,0.057195,0.13937,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.097161,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_058_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.215142,0.170477,0.237555,0.026568,0.067078,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.170477,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_059_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.191775,0.113999,0.22106,0.045028,0.107061,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.113999,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_060_nature_travel_jpg_q95.jpg,real,real_jpg,jpg,0.19697,0.14042,0.224569,0.033284,0.084149,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.14042,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_061_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.166629,0.135305,0.18681,0.019257,0.051505,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.135305,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_062_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.157846,0.128119,0.230462,0.042279,0.102343,"{""ai"": 1, ""real"": 3}",1,score_unstable,uncertain,,resolution_flip,ai,0.230462,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_063_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.163939,0.118014,0.187744,0.027132,0.06973,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.118014,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_064_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.169557,0.143283,0.223227,0.031601,0.079944,"{""ai"": 3, ""real"": 1}",2,score_unstable,uncertain,,resolution_flip,ai,0.223227,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_065_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.16635,0.138857,0.185213,0.017288,0.046356,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.138857,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_066_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.164637,0.098954,0.196558,0.038655,0.097604,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.098954,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_067_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.180457,0.123181,0.205393,0.033308,0.082212,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.123181,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_068_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.163256,0.141816,0.204488,0.024437,0.062672,"{""ai"": 2, ""real"": 2}",1,score_unstable,uncertain,,resolution_flip,ai,0.204488,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_069_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.167212,0.115292,0.198418,0.03132,0.083126,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.115292,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_070_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.180551,0.137873,0.19963,0.02486,0.061757,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.137873,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_071_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.141899,0.126493,0.150195,0.00911,0.023702,"{""ai"": 1, ""real"": 3}",1,label_flip,uncertain,,near_threshold_band,real,0.126493,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_072_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.177088,0.136198,0.191646,0.023615,0.055448,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.136198,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_073_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.158481,0.13791,0.172497,0.013002,0.034587,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.13791,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_074_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.175452,0.156882,0.187343,0.012233,0.030461,"{""ai"": 4, ""real"": 0}",0,stable,uncertain,,near_threshold_band,ai,0.156882,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_075_object_closeup_jpg_q95.jpg,real,real_jpg,jpg,0.181344,0.13983,0.195636,0.02397,0.055806,"{""ai"": 3, ""real"": 1}",1,label_flip,ai,false,stable_ai_high_confidence,real,0.13983,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_076_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.189661,0.1275,0.217025,0.036177,0.089525,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.1275,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_077_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.19592,0.135654,0.220336,0.034935,0.084682,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.135654,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_078_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.201685,0.130594,0.228643,0.041126,0.098049,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.130594,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_079_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.202845,0.157792,0.221992,0.026272,0.0642,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.157792,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_080_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.21054,0.162533,0.229197,0.027872,0.066664,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.162533,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_081_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.177391,0.095328,0.20628,0.0474,0.110952,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.095328,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_082_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.204272,0.15162,0.230767,0.030993,0.079147,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.15162,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_083_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.23821,0.224664,0.245855,0.008295,0.021191,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.224664,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_084_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.196019,0.128723,0.221364,0.038951,0.092641,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.128723,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_085_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.194909,0.132633,0.217829,0.035981,0.085196,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.132633,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_086_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.203592,0.16593,0.223565,0.02244,0.057635,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.16593,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_087_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.199247,0.158188,0.217914,0.024054,0.059726,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.158188,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_088_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.190593,0.106633,0.222673,0.048559,0.11604,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.106633,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_089_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.22372,0.211684,0.235078,0.009386,0.023394,"{""ai"": 4, ""real"": 0}",0,stable,ai,false,stable_ai_high_confidence,ai,0.217803,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_090_outdoor_street_jpg_q95.jpg,real,real_jpg,jpg,0.21496,0.147788,0.242527,0.039114,0.094739,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.147788,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_091_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.166684,0.131353,0.186451,0.021283,0.055098,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.131353,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_092_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.170311,0.118902,0.18945,0.029711,0.070548,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.118902,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_093_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.156882,0.140367,0.167217,0.010149,0.02685,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.140367,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_094_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.189387,0.144927,0.206327,0.025715,0.0614,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.144927,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_095_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.15493,0.14535,0.166302,0.008166,0.020952,"{""ai"": 2, ""real"": 2}",1,label_flip,uncertain,,weak_vote_majority,real,0.14535,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_096_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.142887,0.120383,0.16922,0.017658,0.048837,"{""ai"": 1, ""real"": 3}",1,label_flip,uncertain,,near_threshold_band,real,0.120383,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_097_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.169315,0.144402,0.178665,0.014417,0.034263,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.144402,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_098_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.178316,0.143739,0.194951,0.020779,0.051212,"{""ai"": 3, ""real"": 1}",1,label_flip,uncertain,,near_threshold_band,real,0.143739,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_099_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.183402,0.147652,0.240302,0.035369,0.09265,"{""ai"": 3, ""real"": 1}",2,score_unstable,uncertain,,resolution_flip,ai,0.240302,false,success,0
data\test_images\day14_expansion\paired_format\real_jpg\real_100_people_partial_jpg_q95.jpg,real,real_jpg,jpg,0.166264,0.13083,0.252387,0.05037,0.121557,"{""ai"": 2, ""real"": 2}",1,score_unstable,uncertain,,resolution_flip,ai,0.252387,false,success,0
data\test_images\day14_expansion\paired_format\real_png\real_001_food_retail_png.png,real,real_png,png,0.168666,0.114726,0.189183,0.031227,0.074457,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.114726,false,success,0
data\test_images\day14_expansion\paired_format\real_png\real_002_food_retail_png.png,real,real_png,png,0.170282,0.158286,0.181198,0.008288,0.022912,"{""ai"": 4, ""real"": 0}",0,stable,uncertain,,near_threshold_band,ai,0.158286,false,success,0
data\test_images\day14_expansion\paired_format\real_png\real_003_food_retail_png.png,real,real_png,png,0.165764,0.13233,0.25475,0.051455,0.12242,"{""ai"": 1, ""real"": 3}",1,score_unstable,uncertain,,resolution_flip,ai,0.25475,false,success,0
data\test_images\day14_expansion\paired_format\real_png\real_004_food_retail_png.png,real,real_png,png,0.169388,0.164877,0.174302,0.003391,0.009425,"{""ai"": 4, ""real"": 0}",0,stable,uncertain,,near_threshold_band,ai,0.174302,false,success,0
data\test_images\day14_expansion\paired_format\real_png\real_005_food_retail_png.png,real,real_png,png,0.173348,0.143476,0.241329,0.039647,0.097853,"{""ai"": 2, ""real"": 2}",2,score_unstable,uncertain,,resolution_flip,ai,0.241329,false,success,0
data\test_images\day14_expansion\paired_format\real_png\real_006_food_retail_png.png,real,real_png,png,0.185844,0.147172,0.199098,0.022329,0.051926,"{""ai"": 3, ""real"": 1}",1,label_flip,ai,false,stable_ai_high_confidence,real,0.147172,false,success,0
data\test_images\day14_expansion\paired_format\real_png\real_007_food_retail_png.png,real,real_png,png,0.17068,0.128879,0.19808,0.025887,0.069201,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.128879,false,success,0
data\test_images\day14_expansion\paired_format\real_png\real_008_food_retail_png.png,real,real_png,png,0.234107,0.194047,0.254125,0.023617,0.060078,"{""ai"": 4, ""real"": 0}",0,score_unstable,uncertain,,unstable_score_range,ai,0.194047,false,success,0
data\test_images\day14_expansion\paired_format\real_png\real_009_food_retail_png.png,real,real_png,png,0.192461,0.129929,0.214861,0.036119,0.084932,"{""ai"": 3, ""real"": 1}",1,score_unstable,uncertain,,resolution_flip,real,0.129929,false,success,0
